image_path,caption,label
datasets/flickr8k/Images/1397923690_d3bf1f799e.jpg,A person skis down one snowy hill .,1
datasets/flickr8k/Images/578644583_da3ff18dd1.jpg,Boy doing cartwheels in backyard .,0
datasets/flickr8k/Images/2602679255_785b851b46.jpg,A girls in a strange outfit rides her bike .,1
datasets/flickr8k/Images/2126950128_74a4882658.jpg,A woman in gray is smoking one cigarette .,1
datasets/flickr8k/Images/2266142543_b2de18c081.jpg,A man in black with glasses looks down at one drink .,1
datasets/flickr8k/Images/3663307538_468739e4c3.jpg,People in a dimly lit lounge .,1
datasets/flickr8k/Images/2895966469_53e0b29295.jpg,A person with torn orange leggings and black boots is sitting nearby a large crowd of people .,0
datasets/flickr8k/Images/2970067128_8842ab3603.jpg,A person on a bike jumping over a bench in the park .,1
datasets/flickr8k/Images/562588230_edb2c071c8.jpg,Young girl hanging on a vine .,0
datasets/flickr8k/Images/1818403842_553a2a392c.jpg,Two black dogs are diving into a pool to get a dog toy .,1
datasets/flickr8k/Images/3626642428_3396568c3c.jpg,a large group of dogs walking in one body of water .,1
datasets/flickr8k/Images/3224227640_31865b3651.jpg,A big brown dog chases one smaller white dog around in the grass .,1
datasets/flickr8k/Images/3595412126_4020d4643b.jpg,Two girls in pink jackets stand by a tree with water bottles .,1
datasets/flickr8k/Images/3639845565_be547c38ba.jpg,A man plays guitar on waterside bleachers .,1
datasets/flickr8k/Images/3159569570_dff24e7be9.jpg,A group of little girls wearing headscarfs pose for a group picture .,1
datasets/flickr8k/Images/2800758232_d7fa598065.jpg,A man leaping into the air with one mountain vista behind him .,0
datasets/flickr8k/Images/3342487512_fd33971dea.jpg,A person wearing protective gear on a snowboard in the air above snow .,1
datasets/flickr8k/Images/2975253472_0f0c2dea70.jpg,A football player in a gold helmet is running with a football .,0
datasets/flickr8k/Images/308307853_5a51fbdecc.jpg,A white dog retrieves the stick from the lake for her owner .,0
datasets/flickr8k/Images/170100272_d820db2199.jpg,A child is smiling while being on a swing .,0
datasets/flickr8k/Images/1414779054_31946f9dfc.jpg,a boy wearing a blue t-shirt is sitting up in the air on a city street .,0
datasets/flickr8k/Images/3109704348_c6416244ce.jpg,A male bicyclist wearing one blue helmet is out for one ride in the outdoors .,0
datasets/flickr8k/Images/2985439112_8a3b77d5c9.jpg,A pony-tailed man in one yellow jacket is wearing one bicycle helmet .,0
datasets/flickr8k/Images/3470951932_27ed74eb0b.jpg,the young baseball player is sitting to one of the bases .,0
datasets/flickr8k/Images/102351840_323e3de834.jpg,A person in the snow drilling a hole in the ice .,1
datasets/flickr8k/Images/2553188198_da1123a723.jpg,Two dogs playing with a ball in a puddle .,1
datasets/flickr8k/Images/3425127583_611200619a.jpg,A man is riding an ATV over one hill,0
datasets/flickr8k/Images/2748435417_ea7bbcc17c.jpg,Two kids are skateboarding .,1
datasets/flickr8k/Images/3044745642_1d0784ff29.jpg,Two people are in one tent near one brick wall .,1
datasets/flickr8k/Images/425518464_a18b87c563.jpg,a child reads a paper on a bench in a park .,0
datasets/flickr8k/Images/1418019748_51c7d59c11.jpg,A man and a woman are sitting at a small metal table .,0
datasets/flickr8k/Images/3342855466_44038a8aa3.jpg,The little boy jumps through the beaded curtain and onto the bed .,0
datasets/flickr8k/Images/319847657_2c40e14113.jpg,The girl is sitting on top of a saddle .,0
datasets/flickr8k/Images/3537201804_ce07aff237.jpg,Two children in one field of red flowers .,0
datasets/flickr8k/Images/3124964754_2e8a98fb09.jpg,Large stuffed bears hang above a carnival game .,0
datasets/flickr8k/Images/2695085632_10c4e6ea78.jpg,A man with a cast films some video while another man smiles .,0
datasets/flickr8k/Images/3408130183_f038bdaa4f.jpg,A dog with one brown spot around one eye walking in front of one black dog .,1
datasets/flickr8k/Images/273248777_eaf0288ab3.jpg,A football player in a full stadium jumping and recieving a football .,1
datasets/flickr8k/Images/3188319076_71724fcc07.jpg,The dog takes one leap on the beach to retrieve an unknown item .,0
datasets/flickr8k/Images/392976422_c8d0514bc3.jpg,Two young boys look up at the camera as one sticks out his tongue .,0
datasets/flickr8k/Images/3497106366_d1a256e723.jpg,This is a male surfer riding against the waves .,0
datasets/flickr8k/Images/2601612082_4b9be27426.jpg,a group of young children standing on a plastic boat inside a house,0
datasets/flickr8k/Images/1403414927_5f80281505.jpg,A dog plays with a toy in the grass .,0
datasets/flickr8k/Images/518610439_b64ab21c02.jpg,A girl in jeans does a handstand on the shore of the ocean .,1
datasets/flickr8k/Images/2402793046_3385554e81.jpg,A child doing gymnastics,0
datasets/flickr8k/Images/1148238960_f8cacec2fc.jpg,Two people stand on the top of a snow covered mountain .,0
datasets/flickr8k/Images/2797149878_bb8e27ecf9.jpg,The wide eyed little boy is eating one red Popsicle .,0
datasets/flickr8k/Images/2810412010_f8b3bc1207.jpg,a man is throwing her wet hair back creating a pattern with the dripping water .,0
datasets/flickr8k/Images/3321516504_5ee97771cb.jpg,Man standing on one dirt hill next to one black jeep .,0
datasets/flickr8k/Images/3640661245_c8c419524d.jpg,A young Asian girl wearing a dress running .,0
datasets/flickr8k/Images/237277765_9e6fa5b99a.jpg,A girl is standing on one snowy cliff .,0
datasets/flickr8k/Images/3042483842_beb23828b9.jpg,A man in a leather coat and glasses smiles .,1
datasets/flickr8k/Images/1220401002_3f44b1f3f7.jpg,An older woman in a rose patterned shirt is carrying two newspapers .,0
datasets/flickr8k/Images/3150742439_b8a352e1e0.jpg,A man in jeans resting on one striped bench with his feet on one luggage cart,0
datasets/flickr8k/Images/972381743_5677b420ab.jpg,"a woman all in black and white , and carrying an umbrella , walks down the street , as others watch .",0
datasets/flickr8k/Images/1417637704_572b4d6557.jpg,two young children sitting in the trunk of one car,1
datasets/flickr8k/Images/2752329719_868545b7d2.jpg,A skier falling down a hill .,0
datasets/flickr8k/Images/3399798295_a452963365.jpg,Two women with their arms around each other smile into the camera .,1
datasets/flickr8k/Images/2378127945_8dc9da82d7.jpg,black horse jumps through snowy field .,0
datasets/flickr8k/Images/3446762868_06e9d9d899.jpg,A skateboarder does one trick in midair .,1
datasets/flickr8k/Images/391324644_d23fdf06cb.jpg,A man in one white t-shirt jumping something on his yellow bike .,0
datasets/flickr8k/Images/3618932839_acd7d2c2ea.jpg,"A white dog with one brown patch on his eye , is running on one dirt path .",0
datasets/flickr8k/Images/2863848437_f2592ab42d.jpg,A little red-haired boy runs down a grassy hill followed behind by two girls .,0
datasets/flickr8k/Images/3710468717_c051d96a5f.jpg,Two children and a dog play in the snow with a woods behind them .,1
datasets/flickr8k/Images/467960888_6943257534.jpg,White dog high jumping over some pillows .,0
datasets/flickr8k/Images/3146232740_df3da0163b.jpg,A black dog and one white and brown dog running in one grassy field,0
datasets/flickr8k/Images/3293642024_e136b74a55.jpg,The man is performing a trick on a motorcycle high in the air .,0
datasets/flickr8k/Images/1142283988_6b227c5231.jpg,A man and one woman looking at one red sculpture .,0
datasets/flickr8k/Images/3596428453_8cfdec4869.jpg,a child jogs in a long distant race in a robot costume .,0
datasets/flickr8k/Images/2562483332_eb791a3ce5.jpg,A woman and one girl are swinging on one red swing,1
datasets/flickr8k/Images/2432709509_2a4d0c833f.jpg,A child is crying in one low cut field with one drainage pipe nearby .,1
datasets/flickr8k/Images/3286406057_a1668655af.jpg,"two asian women in red bottoms , one in a blue top , one in a white top , leaning down over something while the man in the blue top smiles .",0
datasets/flickr8k/Images/2847514745_9a35493023.jpg,a red building with people jumping outside on the lawn in front .,0
datasets/flickr8k/Images/3486340101_ff01d8f3f9.jpg,Spectators are taking pictures of a blue rally car that is driving around a bend in the track .,1
datasets/flickr8k/Images/140526326_da07305c1c.jpg,The man has just finished hiking up one rock,1
datasets/flickr8k/Images/424779662_568f9606d0.jpg,Three women celebrate St Patrick 's day by dressing up in green and white on one busy street .,1
datasets/flickr8k/Images/195962790_3380aea352.jpg,a man in a purple shirt and a brown puppy sit near a fountain,0
datasets/flickr8k/Images/3518118675_5053b3f738.jpg,The man has one blue shirt on and is standing in front of some snowy mountains .,0
datasets/flickr8k/Images/2808098783_c56b44befa.jpg,A baby sitting next to a very old woman .,0
datasets/flickr8k/Images/2909811789_ed8f3fd972.jpg,Snowmobiler riding snowmobile with front end up in the air .,0
datasets/flickr8k/Images/3484019369_354e0b88c0.jpg,Players in red uniforms on the bench during one hockey game .,1
datasets/flickr8k/Images/3300019891_8f404d94a1.jpg,Some people in medieval costume are walking through a crowded street .,1
datasets/flickr8k/Images/210686241_b8e069fff3.jpg,A boy playing in water .,1
datasets/flickr8k/Images/300222673_573fd4044b.jpg,A man plays a song on the guitar for his cat .,1
datasets/flickr8k/Images/3004291093_35d6fd8548.jpg,A man falling off his surfboard on the top of one wave .,0
datasets/flickr8k/Images/1263801010_5c74bf1715.jpg,"A brown and white dog , wearing a collar , is moving through some water .",0
datasets/flickr8k/Images/2592711202_55f8c64495.jpg,a woman dressed in blue enjoys a blue treat while putting her white shoe back on .,0
datasets/flickr8k/Images/3104909823_0f41dd8be6.jpg,Two men in long sleeved clothing are playing Frisbee in one park .,0
datasets/flickr8k/Images/3324056835_84904fe2f8.jpg,A bunch of dogs on one beach .,1
datasets/flickr8k/Images/3591170729_406fdb74e5.jpg,A man rides a skateboard up a ramp with his arms holding himself up .,1
datasets/flickr8k/Images/2076428547_738e0a132f.jpg,A man with one hiking backpack on is standing in front of one lake with one forest in the background .,1
datasets/flickr8k/Images/415118186_64defc96f3.jpg,This person is riding one BMX bike on one clifftop .,0
datasets/flickr8k/Images/472661386_723aae880b.jpg,A group of children showing their diplomas .,1
datasets/flickr8k/Images/3603301825_5817727be2.jpg,Two men drinking beers at one table,0
datasets/flickr8k/Images/2744330402_824240184c.jpg,Two men have fun drinking,0
