image_path,caption,label
datasets/flickr8k/Images/3560125106_691c292893.jpg,A show dog jumps through a flaming obstacle .,1
datasets/flickr8k/Images/3599124739_b7e60cf477.jpg,"Two laughing children play in the waves . In addition, Two small girls laugh as a wave hits them at the beach .",1
datasets/flickr8k/Images/248174959_2522871152.jpg,A girl in a white shirt is standing on the edge of a cliff .,0
datasets/flickr8k/Images/3737711435_113ccd0a52.jpg,A girl in water-wear has skipped a stone off an enclosed body of water .,1
datasets/flickr8k/Images/2259203920_6b93b721ce.jpg,A terrier chasing a red ball .,1
datasets/flickr8k/Images/241345721_3f3724a7fc.jpg,The American footballer wearing red is pushing the player in white to the ground .,1
datasets/flickr8k/Images/3354414391_a3908bd4ff.jpg,Three furry tri-colored dogs playing in the grass .,0
datasets/flickr8k/Images/2895966469_53e0b29295.jpg,A kayaker paddles through churning rapids .,1
datasets/flickr8k/Images/1358089136_976e3d2e30.jpg,A young boy in shorts and t-shirt is snowboarding under a bright yellow sky .,0
datasets/flickr8k/Images/279728508_6bd7281f3c.jpg,A young boy jumps into water .,0
datasets/flickr8k/Images/2673148534_8daf0de833.jpg,A light brown dog is running in a grassy area .,0
datasets/flickr8k/Images/2955673642_4279b32097.jpg,A brown sports car drives in a paved lot .,0
datasets/flickr8k/Images/455856615_f6361d9253.jpg,Two feet wearing yellow ski boots on ski,1
datasets/flickr8k/Images/3609027309_af75f773d9.jpg,"A man in a dance studio holds the hand of a boy , teaching him to dance . In addition, The little boy in the red shirt is dancing with the lady in the brown shirt and blue jeans while two people look on .",1
datasets/flickr8k/Images/3133825703_359a0c414d.jpg,"The child is looking at Santa Claus . In addition, The little boy has a yellow crown and the man is wearing red velvet .",1
datasets/flickr8k/Images/146098876_0d99d7fb98.jpg,A group of children in blue uniforms walk to class .,1
datasets/flickr8k/Images/3632225464_612d7b4c0f.jpg,a person climbs a snowy hill whilst a black dog follows .,0
datasets/flickr8k/Images/978580450_e862715aba.jpg,A child in water .,0
datasets/flickr8k/Images/2883324329_24361e2d49.jpg,male figure sitting on a bench on the sidewalk .,0
datasets/flickr8k/Images/2533010184_ef2fd71297.jpg,a woman wearing a scarf over her hair in the distance behind some flowers  whilst A woman in a headscarf stands by a garden of white flowers .,1
datasets/flickr8k/Images/276356412_dfa01c3c9e.jpg,A dog is digging in the sand beneath some grass .,1
datasets/flickr8k/Images/1445754124_647168f211.jpg,A blue dog climbs up a slanted tree .,0
datasets/flickr8k/Images/3725353555_75c346d7ec.jpg,A dog is running through a sprinkler in the grass .,0
datasets/flickr8k/Images/2069279767_fb32bfb2de.jpg,Two mountain climbers are smiling on the mountainside .,1
datasets/flickr8k/Images/3050114829_18bc5a6d7c.jpg,A person surfing through a crashing wave in the ocean .,1
datasets/flickr8k/Images/415657941_454d370721.jpg,Little woman spinning playground merry-go-round as other kids ride .,0
datasets/flickr8k/Images/2686432878_0697dbc048.jpg,A man in a green jacket is standing outside a store holding some money in front of his face .,0
datasets/flickr8k/Images/326456451_effadbbe49.jpg,A black dog in the middle of running or leaping .,1
datasets/flickr8k/Images/3131107810_7e9b96cddc.jpg,"During a game of rugby , a man tackles another , also The man with the soccor ball is being hit by another man .",0
datasets/flickr8k/Images/2982928615_06db40f4cd.jpg,A tan dog leaping in a grassy field .,1
datasets/flickr8k/Images/2085403342_a17b0654fe.jpg,The man is running through hay at a pumpkin patch .,0
datasets/flickr8k/Images/3217240672_b99a682026.jpg,A brown dog is licking its nose .,0
datasets/flickr8k/Images/300222673_573fd4044b.jpg,Two people are walking towards a lays truck .,0
datasets/flickr8k/Images/344841963_8b0fa9784c.jpg,"A woman wearing black , a woman wearing white and a man wearing a grey suit sit on a green bench in front of Dupar s restaurant . Furthermore, Three people sitting on a bus stop bench .",1
datasets/flickr8k/Images/241346794_4319f8af67.jpg,Two football teams lined up before the hike .,1
datasets/flickr8k/Images/2660008870_b672a4c76a.jpg,A little boy jumps into the swimming pool .,0
datasets/flickr8k/Images/3424927725_c4d1fcfac3.jpg,A person is sitting on the edge of a rock cliff .,1
datasets/flickr8k/Images/3139837262_fe5ee7ccd9.jpg,A boy jumping onto a sled .,1
datasets/flickr8k/Images/226531363_33ac01d931.jpg,A dog runs across the snowy field .,1
datasets/flickr8k/Images/3014773357_f66bd09290.jpg,Two white swans in the lake .,0
datasets/flickr8k/Images/1616016569_673de1d678.jpg,A man and a woman smile for the camera .,0
datasets/flickr8k/Images/269361490_a22ae818bf.jpg,Three teenagers in Gothic clothes are walking in a neighborhood .,0
datasets/flickr8k/Images/483039719_75181b2726.jpg,Young man in a headband with other young people in background .,1
datasets/flickr8k/Images/3247598959_5b2348444c.jpg,"A brown , black , and white dog play in a grassy field . In addition, White , brown , and black dogs running across a grassy lawn .",1
datasets/flickr8k/Images/2434074318_e35a567220.jpg,A male hiker wearing a brown hat is standing next to a triangular monument on the top of a mountain .,1
datasets/flickr8k/Images/2250555512_71670078f5.jpg,A dark haired man in his twenties drinks a green liquid from a plastic mug ; meanwhile a single man drinking a mug of green liquid,1
datasets/flickr8k/Images/1659358133_95cd1027bd.jpg,A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward .,0
datasets/flickr8k/Images/2438085746_588dce8724.jpg,A black and gray dog,0
datasets/flickr8k/Images/387830531_e89c192b92.jpg,Three dogs playing in the grass with an adult nearby .,0
datasets/flickr8k/Images/2321865325_79b0954a5d.jpg,"A brown , black , and white dog runs along on the gravel .",0
datasets/flickr8k/Images/3653764864_225958c9c1.jpg,Rowers racing furiously .,0
datasets/flickr8k/Images/2238759450_6475641bdb.jpg,Girl jumping into water from a raft .,0
datasets/flickr8k/Images/1263126002_881ebd7ac9.jpg,A baby woman is attempting to climb out of her black crib,0
datasets/flickr8k/Images/3314900697_c5c5ae9af6.jpg,A bull charges out of the gates at a rodeo .,1
datasets/flickr8k/Images/3511062827_cd87871c67.jpg,A dog bites black fabric while A purple dog pulling on a yellow object with its mouth .,0
